"cpg","estimate","se","p.value"
"cg21966975","0.0002654","8.48e-05",0.0018
"cg21983178","-8.57e-05","2.79e-05",0.00216
"cg22009660","-0.0001199","3.85e-05",0.00189
"cg22016731","-0.0003338","5.88e-05",1.78e-08
"cg22017015","-6.16e-05","2.25e-05",0.0062
"cg22019158","-0.00036763","5.96e-05",1e-09
"cg22020227","0.00041607","0.00013039",0.00146
"cg22021597","-0.00058616","9.11e-05",1.89e-10
"cg22025570","-0.00025623","6.82e-05",0.000182
"cg22026450","-0.00033264","8.76e-05",0.000156
"cg22026616","-0.00036113","9e-05",6.42e-05
"cg22039357","-0.00084526","0.00014986",2.18e-08
"cg22042546","-0.00041793","0.0001076",0.000109
"cg22045253","-7.95e-05","2.25e-05",0.000419
"cg22046121","-8.02e-05","2.67e-05",0.00273
"cg22048228","-0.00018456","5.62e-05",0.00106
"cg22066877","-0.00039443","7.81e-05",5.28e-07
"cg22075924","-0.00026826","5.83e-05",4.68e-06
"cg22076160","-0.00027096","6.09e-05",9.41e-06
"cg22079827","-0.0001915","5.37e-05",0.000377
"cg22109795","0.0006665","0.00015446",1.75e-05
"cg22111457","-0.00012567","4.15e-05",0.00254
"cg22112435","-0.00045313","0.00011586",9.78e-05
"cg22122862","-0.00068664","0.00012967",1.45e-07
"cg22125902","-0.0002652","9.92e-05",0.0076
"cg22126820","-0.00019207","6.33e-05",0.00247
"cg22128645","-0.00026191","8.94e-05",0.00348
"cg22130834","-9.4e-05","2.1e-05",8.25e-06
"cg22153728","-0.00053358","0.00012692",2.84e-05
"cg22159815","-0.00094293","0.00011398",3.93e-16
"cg22162757","0.00046396","0.00015774",0.00334
"cg22162847","-6.25e-05","2.27e-05",0.00596
"cg22166883","0.000441","0.00011649",0.000162
"cg22169053","0.00066472","9.13e-05",6.56e-13
"cg22169866","-0.00041737","0.00013998",0.00293
"cg22170621","-0.0001488","5.09e-05",0.00356
"cg22176994","-0.00011777","3.71e-05",0.00155
"cg22193702","-0.00013138","4.08e-05",0.00133
"cg22229828","-0.00020013","6.07e-05",0.001
"cg22230604","-5.82e-05","2.12e-05",0.00627
"cg22236626","-0.00055915","8.97e-05",6.49e-10
"cg22238104","-0.00016877","4.86e-05",0.000534
"cg22238122","0.00067286","0.00015193",1.05e-05
"cg22332100","-6.72e-05","2.51e-05",0.00762
"cg22334962","-5.9e-05","2.07e-05",0.00446
"cg22335076","-0.00021766","6.17e-05",0.000436
"cg22337509","-0.00011643","3.46e-05",0.00079
"cg22339338","-0.0016027","0.00030854",2.46e-07
"cg22348654","-0.00011064","4.02e-05",0.00603
"cg22349332","-0.00029683","8.48e-05",0.000483
"cg22350438","-0.00030934","0.00010405",0.00302
"cg22354132","-0.0002213","5.52e-05",6.52e-05
"cg22356061","-0.00100784","0.00010519",6.67e-21
"cg22364219","-0.00140638","0.00028098",6.54e-07
"cg22367631","-0.00044461","8.66e-05",3.38e-07
"cg22367678","-0.00044053","0.00012516",0.00045
"cg22371227","-6.83e-05","2.55e-05",0.00746
"cg22372709","-0.00039682","5.02e-05",7.13e-15
"cg22373770","-0.00062737","0.00014892",2.74e-05
"cg22374525","0.00071045","0.00010897",1.09e-10
"cg22376856","-0.0004712","9.64e-05",1.19e-06
"cg22388472","-0.00017787","5.45e-05",0.00115
"cg22390041","0.00013449","4.21e-05",0.00144
"cg22392150","-0.00017498","5.1e-05",0.000625
"cg22396959","-0.00058941","0.00010637",3.8e-08
"cg22400059","-0.00049596","0.00014795",0.00083
"cg22400420","-0.0003233","0.00010042",0.00132
"cg22402053","-5.68e-05","1.97e-05",0.00403
"cg22416074","-0.00020647","4.09e-05",5.34e-07
"cg22419039","-7.85e-05","2.92e-05",0.00722
"cg22421699","-6.14e-05","2.19e-05",0.00505
"cg22424746","-0.00029981","7.11e-05",2.7e-05
"cg22429121","-0.00028932","0.00010651",0.00671
"cg22433276","-0.00015693","5.83e-05",0.00723
"cg22437405","-0.00043006","0.0001326",0.00122
"cg22448090","0.00028211","8.49e-05",0.000927
"cg22449297","-0.00019619","5.5e-05",0.00038
"cg22450342","0.00024901","8.15e-05",0.0023
"cg22451356","-0.00028111","6.03e-05",3.51e-06
"cg22451657","-0.00043857","0.00012804",0.000638
"cg22484397","-0.00022227","7.27e-05",0.00231
"cg22487367","-0.00027254","9.76e-05",0.00535
"cg22488568","-0.00011987","3.37e-05",0.000392
"cg22495848","-0.00038809","7.06e-05",4.83e-08
"cg22496437","0.00053199","0.00012368",1.86e-05
"cg22498676","-0.00056236","0.00012312",5.52e-06
"cg22500132","-0.00069138","6.41e-05",9.24e-26
"cg22502001","-0.00032474","6.14e-05",1.47e-07
"cg22509164","-0.00036574","8.84e-05",3.79e-05
"cg22510139","0.00048575","0.00012208",7.39e-05
"cg22511455","-0.00013564","3.89e-05",0.000509
"cg22514756","0.00034793","0.00011633",0.00285
"cg22514764","-5.33e-05","1.98e-05",0.00725
"cg22517705","-0.0004495","0.000149",0.00262
"cg22530255","-0.00012738","3.96e-05",0.00135
"cg22531371","-0.00057484","4.9e-05",6.62e-30
"cg22531801","-0.0007074","0.00025068",0.00486
"cg22532907","-0.00016781","4.95e-05",0.000721
"cg22533517","-8.45e-05","3.13e-05",0.00703
"cg22533689","-0.00017351","5.33e-05",0.00117
"cg22534374","-0.00077017","0.00013833",3.28e-08
"cg22595920","-0.00041578","0.00015485",0.00737
"cg22602019","-0.00010399","3.76e-05",0.00584
"cg22608265","-0.00021101","7.32e-05",0.00401
"cg22608655","-0.00023284","8.24e-05",0.00479
"cg22609277","-0.00029189","0.00010032",0.00369
"cg22610434","0.00033994","8.45e-05",6.11e-05
"cg22614327","0.00074687","0.00012523",3.36e-09
"cg22615948","-0.00024434","9.12e-05",0.0075
"cg22617819","-0.00041344","7.37e-05",2.57e-08
"cg22620027","0.00049986","0.00017095",0.00353
"cg22621686","-0.00018181","6.69e-05",0.00665
"cg22622057","-0.00036755","0.00012121",0.00249
"cg22627800","-0.00010848","3.52e-05",0.0021
"cg22627876","-7.31e-05","2.42e-05",0.00263
"cg22629266","-0.00017252","5.58e-05",0.00205
"cg22670675","0.00042532","0.00011342",0.000186
"cg22675593","0.00035907","0.00012384",0.00382
"cg22675767","0.00038645","0.00010643",0.000296
"cg22677556","-0.00084836","0.00012216",6.64e-12
"cg22678073","0.00034806","0.00012584",0.00578
"cg22681074","-0.00040964","7.64e-05",1.03e-07
"cg22685215","0.00051158","0.00013653",0.000189
"cg22687211","-0.00018325","5.51e-05",0.000909
"cg22687416","-7.23e-05","2.65e-05",0.00657
"cg22697136","0.00038714","8.75e-05",1.06e-05
"cg22697853","0.00079611","0.00022696",0.000471
"cg22699361","-0.00027372","6.34e-05",1.72e-05
"cg22700686","-0.00025211","7.44e-05",0.000734
"cg22702420","-9.5e-05","3.44e-05",0.0059
"cg22704788","0.00036773","0.00010963",0.000824
"cg22708961","-0.00014303","4.41e-05",0.0012
"cg22711082","-0.00078822","0.00014385",5.34e-08
"cg22712840","-0.00021503","3.81e-05",2.19e-08
"cg22720392","-0.00013054","3.6e-05",0.000298
"cg22724433","-9.74e-05","3.39e-05",0.00411
"cg22724943","-0.00029172","7.09e-05",4.15e-05
"cg22726349","-0.00088939","0.00015307",8.26e-09
"cg22729726","-0.00051368","0.00010094",4.27e-07
"cg22730327","-8.63e-05","3.02e-05",0.00436
"cg22787719","-0.00118407","0.00013464",5.77e-18
"cg22789900","-6.4e-05","1.83e-05",0.000498
"cg22791030","-0.00026858","6.94e-05",0.000116
"cg22799499","-0.00024395","8.26e-05",0.0032
"cg22802167","-0.00039484","8.68e-05",5.95e-06
"cg22808351","-0.00030615","5.53e-05",3.97e-08
"cg22815214","-0.00074741","0.00016114",3.96e-06
"cg22817258","-0.0002206","6.98e-05",0.00161
"cg22862005","0.00026666","8.29e-05",0.00133
"cg22866430","-0.00026466","8.52e-05",0.00193
"cg22867719","-0.00069791","0.00017758",9.05e-05
"cg22871801","-0.00010639","2.91e-05",0.000263
"cg22874407","0.0001223","4.1e-05",0.00295
"cg22874652","-0.00032743","0.00011539",0.00463
"cg22877452","0.00256256","0.00027715",1.26e-19
"cg22926560","-0.00010379","3.87e-05",0.00743
"cg22932427","-0.00049327","0.00010614",3.79e-06
"cg22941637","0.00051007","9.96e-05",3.63e-07
"cg22942169","-0.0001564","4.49e-05",0.000512
"cg22942576","-0.00024932","7.28e-05",0.000637
"cg22942908","0.00016446","5.5e-05",0.00287
"cg22944368","-5.38e-05","1.89e-05",0.0046
"cg22945457","0.00031812","8.48e-05",0.000185
"cg22945467","-0.00043814","7.86e-05",3.21e-08
"cg22947094","-0.00068466","0.00015485",1.08e-05
"cg22948684","-0.00016542","5.77e-05",0.00425
"cg22948959","0.00064975","0.0001483",1.3e-05
"cg22962923","-0.0005161","7.25e-05",1.96e-12
"cg23012600","0.00039371","0.00011993",0.00106
"cg23014549","-0.00024488","7.36e-05",0.000909
"cg23014759","0.0009466","0.00012102",1.26e-14
"cg23016632","-0.00038738","6.93e-05",2.91e-08
"cg23022656","-9.07e-05","2.65e-05",0.000653
"cg23025459","-0.00054501","7.6e-05",1.42e-12
"cg23028178","0.00070843","0.00013142",8.66e-08
"cg23028755","-9.58e-05","2.94e-05",0.00113
"cg23032215","0.00020705","6.51e-05",0.0015
"cg23035597","-0.0002194","5.56e-05",8.42e-05
"cg23036452","0.00038081","0.00011211",0.000708
"cg23038338","0.00038719","0.00012632",0.00223
"cg23039250","-0.00035075","0.00012196",0.00411
"cg23045908","-0.00035336","0.00012615",0.00519
"cg23048494","-0.00033105","0.00010484",0.00164
"cg23048698","-0.0001332","3.52e-05",0.000163
"cg23050300","-0.00058188","5.95e-05",1.09e-21
"cg23065174","-8.45e-05","3.17e-05",0.0077
"cg23068939","-0.00025174","5.99e-05",2.88e-05
"cg23069843","-0.00018252","6.78e-05",0.00726
"cg23072086","-0.00032147","5.31e-05",1.94e-09
"cg23075506","0.00131644","0.00021477",1.24e-09
"cg23078948","-0.0001574","5.79e-05",0.00664
"cg23081026","0.00040961","9.63e-05",2.27e-05
"cg23085167","-0.00023034","6.69e-05",0.000601
"cg23088126","-0.00030726","8.27e-05",0.000213
"cg23088157","-0.00011861","3.74e-05",0.00154
"cg23089691","-0.00021218","5.98e-05",0.000401
"cg23092823","-6.65e-05","2.05e-05",0.00124
"cg23093846","-0.00040181","8.46e-05",2.33e-06
"cg23093992","-0.00020477","6.21e-05",0.001
"cg23094674","-0.00013527","4.04e-05",0.000852
"cg23097296","0.00040312","0.00010518",0.000134
"cg23097499","-0.00020581","6.14e-05",0.000831
"cg23098018","-0.00052808","8.85e-05",3.29e-09
"cg23098693","-0.00044081","0.00010667",3.87e-05
"cg23105827","0.0004868","0.00012979",0.000186
"cg23109424","-0.00011432","3.37e-05",0.00073
"cg23111655","-0.00040884","0.0001058",0.000118
"cg23114435","-0.00025381","8.3e-05",0.00229
"cg23132469","-0.00028883","0.00010635",0.00672
"cg23166773","-0.00029411","8.87e-05",0.000939
"cg23166787","-0.00014361","4.8e-05",0.00286
"cg23166857","-0.00048352","7.21e-05",3.31e-11
"cg23172853","0.00038895","0.00011013",0.000431
"cg23174919","-0.00019796","5.04e-05",9.04e-05
"cg23202722","-0.0005566","0.00012059",4.41e-06
"cg23206461","0.00080595","0.00025451",0.00159
"cg23206761","0.00029803","9.41e-05",0.00158
"cg23207202","-0.0002013","7.22e-05",0.00541
"cg23209302","-0.00024235","6.22e-05",0.000105
"cg23216745","-0.0001127","3.63e-05",0.00198
"cg23217575","0.00032976","8.17e-05",5.78e-05
"cg23217983","0.00030918","9.22e-05",0.000823
"cg23225454","-9.47e-05","2.64e-05",0.000346
"cg23226688","0.00015876","5.85e-05",0.00677
"cg23228178","-0.00026769","9.85e-05",0.00668
"cg23229016","-0.0005048","0.00010058",6.11e-07
"cg23232299","0.00064509","0.00014133",5.6e-06
"cg23233141","-6.45e-05","2.18e-05",0.0031
"cg23234811","-0.0004214","0.00011556",0.000279
"cg23244095","-0.00021755","6.54e-05",0.000904
"cg23257110","-7.31e-05","2.42e-05",0.00259
"cg23257225","0.00031138","0.0001064",0.0035
"cg23257461","-0.00014709","4.83e-05",0.00237
"cg23257564","-0.0001236","3.09e-05",6.64e-05
"cg23262325","0.00042598","8.18e-05",2.27e-07
"cg23262827","-0.00014266","3.98e-05",0.000349
"cg23268630","0.00070383","0.00010381",2e-11
"cg23273221","-0.00015608","4.59e-05",0.000692
"cg23276504","-0.0001427","4.55e-05",0.00177
"cg23279538","-0.00012091","3.62e-05",0.000874
"cg23283690","-6.17e-05","2.3e-05",0.00742
"cg23287243","0.00045662","9.4e-05",1.38e-06
"cg23299127","-5.62e-05","1.97e-05",0.00439
"cg23369529","-0.00024153","2.92e-05",4.3e-16
"cg23371584","-0.00116208","0.00026159",9.85e-06
"cg23371639","-5.68e-05","2.12e-05",0.00738
"cg23372422","0.00036496","0.00011322",0.00131
"cg23430652","-0.00075273","0.00015525",1.43e-06
"cg23431851","-0.00014901","5.54e-05",0.00722
"cg23449295","0.00050832","0.00016333",0.00191
"cg23506842","-0.00026632","6.45e-05",3.97e-05
"cg23588699","0.00027326","5.79e-05",2.66e-06
"cg23590525","-0.00011938","3.46e-05",0.000585
"cg23596199","-0.00019808","6.56e-05",0.00259
"cg23598089","0.00090239","0.00012843",3.81e-12
"cg23599716","-0.00016012","5.04e-05",0.00154
"cg23603194","0.00060272","0.00013055",4.38e-06
"cg23606775","0.00041199","0.00010776",0.000139
"cg23612220","-0.0001946","7.27e-05",0.00758
"cg23613205","-5.3e-05","1.92e-05",0.00585
"cg23615467","9.12e-05","2.86e-05",0.00146
"cg23622235","-0.00011814","4e-05",0.00318
"cg23627436","0.00017721","5.5e-05",0.00132
"cg23630954","-0.00023336","7.54e-05",0.00203
"cg23641672","-0.00022315","6.59e-05",0.00074
"cg23643151","-0.00022813","5.31e-05",1.9e-05
"cg23647410","0.00037266","8.01e-05",3.71e-06
"cg23648809","-0.00062443","0.00016327",0.000139
"cg23649129","-0.00010046","3.71e-05",0.00689
"cg23652484","0.00065681","0.00012407",1.46e-07
"cg23657003","0.00011423","3.6e-05",0.00156
"cg23664334","0.0003451","0.00010015",0.000592
"cg23664396","0.00040146","0.0001271",0.00163
"cg23665568","-0.00033956","0.00011856",0.00427
"cg23678594","-6.91e-05","2.23e-05",0.00202
"cg23686029","-0.00021319","5.4e-05",8.33e-05
"cg23689722","-0.00031294","0.00011598",0.00708
"cg23690808","-0.0002504","7.19e-05",0.00052
"cg23698560","-0.00016255","4.67e-05",0.00052
"cg23715749","-0.00030467","0.00010864",0.00513
"cg23721586","-0.00057009","0.00011793",1.54e-06
"cg23722790","0.00033553","9.08e-05",0.000231
"cg23723105","-0.00022884","4.61e-05",7.97e-07
"cg23728867","0.00027617","8.36e-05",0.000986
"cg23729443","0.00025483","8.43e-05",0.00257
"cg23730181","-4.98e-05","1.86e-05",0.00748
"cg23738647","-0.0001542","4.62e-05",0.000872
"cg23738708","0.00035682","0.00011097",0.00134
"cg23762517","-0.00046771","0.00015545",0.00269
"cg23768131","-0.0002035","6.8e-05",0.00284
"cg23803603","-0.00036541","8.85e-05",3.96e-05
"cg23804649","-0.00034944","0.00010165",0.00061
"cg23806259","0.00021004","7.16e-05",0.00343
"cg23820933","-0.00021727","7.07e-05",0.00218
"cg23826573","0.00015508","5.2e-05",0.00294
"cg23839159","-0.00125859","0.00013995",1.09e-18
"cg23840027","-0.00057171","0.00010855",1.68e-07
"cg23843705","-0.00017007","2.24e-05",7.39e-14
"cg23843953","-0.00037445","8e-05",3.26e-06
"cg23844904","-0.00031867","9.96e-05",0.00142
"cg23847017","-0.00042451","0.00015457",0.00613
"cg23867494","-0.00044477","9.04e-05",1.01e-06
"cg23887776","-0.00016581","4.18e-05",7.85e-05
"cg23889047","-0.00172206","0.00014272",1.71e-31
"cg23891364","-0.00026043","5.65e-05",4.52e-06
"cg23913123","0.00041225","0.0001439",0.00426
"cg23913963","0.00030786","6.3e-05",1.17e-06
"cg23918388","-0.00028197","8.41e-05",0.00083
"cg23924887","-0.00011096","1.95e-05",1.58e-08
"cg23926866","0.00032761","0.00011946",0.0062
"cg23931558","-7.81e-05","2.5e-05",0.00183
"cg23932261","0.00026918","9.24e-05",0.00364
"cg23933399","-0.00017091","4.39e-05",0.000104
"cg23934072","-0.00016852","6.12e-05",0.00596
"cg23937295","0.00100593","0.00020912",1.73e-06
"cg23952578","0.00017489","6.45e-05",0.00677
"cg23955417","-0.00022541","8.15e-05",0.00579
"cg23955903","-9.49e-05","3.42e-05",0.00563
"cg23956119","-8.93e-05","2.91e-05",0.00221
"cg23957643","0.00068805","0.00010382",5.45e-11
"cg23959311","0.00028381","9.82e-05",0.00393
"cg23959366","-8.22e-05","2.58e-05",0.00149
"cg23965720","-8.58e-05","2.18e-05",8.96e-05
"cg23973885","-0.00029713","8.03e-05",0.000227
"cg23981702","0.0006534","0.00015186",1.84e-05
"cg23987054","-0.00014438","4.14e-05",0.000515
"cg23987257","-8.76e-05","2.76e-05",0.00156
"cg23989012","0.00044663","0.00013825",0.00127
"cg23990272","-0.00012351","4.21e-05",0.0034
"cg23995459","-0.00051869","0.00015152",0.000642
"cg23996829","-5.58e-05","2.08e-05",0.00753
"cg23997339","-0.00024126","5.69e-05",2.47e-05
"cg23999112","-0.00032132","0.00010663",0.00264
"cg24000087","-0.0001602","5.84e-05",0.00616
"cg24003749","-0.00019267","5.25e-05",0.000256
"cg24003955","-0.00070285","0.00010003",3.81e-12
"cg24004139","-0.00018306","5.62e-05",0.00116
"cg24006126","-0.00010857","3.62e-05",0.0028
"cg24006352","0.00036816","0.00012342",0.00292
"cg24006770","-0.00031052","6.82e-05",5.91e-06
"cg24019564","0.00081343","0.0001059",3.59e-14
"cg24035898","0.00059122","0.00010735",4.57e-08
"cg24036039","-0.00023446","8.22e-05",0.00445
"cg24041799","-5.88e-05","2.19e-05",0.00742
"cg24045378","-0.00027519","5.7e-05",1.6e-06
"cg24049493","-0.00136467","0.00018759",6.76e-13
"cg24050109","0.00037785","0.00013268",0.00449
"cg24050519","-0.00010225","3.18e-05",0.00132
"cg24053514","0.0002832","8.22e-05",0.000592
"cg24085570","-0.00021521","7.35e-05",0.0035
"cg24089400","-0.00040017","0.00014952",0.00756
"cg24103461","-6.64e-05","2.49e-05",0.00775
"cg24107728","-0.00052916","9.3e-05",1.67e-08
"cg24109161","-0.00013395","3.53e-05",0.000157
"cg24117274","0.00028087","9.68e-05",0.0038
"cg24139720","0.0006158","8.4e-05",4.64e-13
"cg24145109","-0.00074781","0.00022329",0.00084
"cg24152511","0.00051087","0.00013691",0.000201
"cg24155190","-0.00052351","9.32e-05",2.51e-08
"cg24155427","-0.00026873","8.36e-05",0.00135
"cg24159575","-0.00034384","0.00012401",0.00566
"cg24162801","0.00056264","9.04e-05",6.95e-10
"cg24197477","0.00028384","9.43e-05",0.00268
"cg24250588","-0.00019627","6.51e-05",0.00261
"cg24252695","-0.00013159","4.74e-05",0.00561
"cg24280512","0.00065274","0.00018358",0.000394
"cg24295985","-0.00073702","6.72e-05",1.31e-26
"cg24296621","0.00027189","9.07e-05",0.00279
"cg24298311","-0.00038551","0.00014405",0.00756
"cg24298696","-0.00014431","4.28e-05",0.000764
"cg24299149","-0.00015843","5.2e-05",0.00239
"cg24300981","-0.0001081","3.47e-05",0.00191
"cg24304617","-0.00027937","5.96e-05",3.13e-06
"cg24306340","0.00032765","9.29e-05",0.000436
"cg24307292","-0.00048432","9.6e-05",5.37e-07
"cg24315049","-0.00015486","4.27e-05",0.000301
"cg24315421","-0.00078182","0.00011561",2.24e-11
"cg24315913","-0.00011273","2.65e-05",2.35e-05
"cg24317585","-0.00026549","8.88e-05",0.00286
"cg24323958","-0.00057688","0.00015569",0.000222
"cg24325991","-0.00020444","5.51e-05",0.000219
"cg24327307","-0.00040815","4.49e-05",4.69e-19
"cg24328740","-0.00011243","2.59e-05",1.54e-05
"cg24332002","-0.00077953","0.00010395",1.36e-13
"cg24332389","-0.00048036","0.00010401",4.35e-06
"cg24344221","-0.00013346","4.92e-05",0.00674
"cg24346507","-0.0001379","5.05e-05",0.0064
"cg24346776","0.00101484","0.00026496",0.000136
"cg24348240","-0.00029858","7.63e-05",9.62e-05
"cg24350011","-0.00010884","3.69e-05",0.00327
"cg24351658","-0.00039281","8.24e-05",2.15e-06
"cg24352618","-0.00023388","4.94e-05",2.46e-06
"cg24356964","0.0004608","0.00012454",0.000227
"cg24361896","-9.87e-05","2.87e-05",0.000595
"cg24364910","-0.00014839","4.55e-05",0.00115
"cg24366968","0.00019187","5.32e-05",0.000321
"cg24371534","-0.00017475","2.93e-05",3.41e-09
"cg24371574","-0.00055702","8.24e-05",2.26e-11
"cg24371906","-0.00042095","0.00015643",0.00724
"cg24373865","0.00022209","7.63e-05",0.00368
"cg24375409","0.00040944","0.00011991",0.000663
"cg24376793","0.00025488","7.47e-05",0.000672
"cg24395386","-0.0002141","4.92e-05",1.46e-05
"cg24400347","-0.0001511","4.36e-05",0.000548
"cg24400630","-0.0002138","5.59e-05",0.000139
"cg24401487","-0.00165482","0.00014492",1.5e-28
"cg24402070","-0.0001614","5.84e-05",0.00585
"cg24404823","-0.00020011","7.45e-05",0.00735
"cg24406116","-0.00014327","4.98e-05",0.00411
"cg24406391","-0.00041155","7.62e-05",8.28e-08
"cg24408347","0.00012425","4.36e-05",0.00445
"cg24408776","-0.00016335","3.78e-05",1.66e-05
"cg24408896","-0.00048733","0.00010936",9.24e-06
"cg24411075","0.0002909","9.36e-05",0.00194
"cg24422489","0.0004294","0.00013622",0.00167
"cg24425838","-9.18e-05","3.06e-05",0.00273
"cg24427376","-0.0001895","6.08e-05",0.00188
"cg24428600","-0.00032354","6.02e-05",9.53e-08
"cg24429974","0.00035636","0.00012895",0.00582
"cg24437535","-0.00014313","3.68e-05",0.000106
"cg24440131","-0.00024078","6.08e-05",7.92e-05
"cg24441220","-0.00021507","5.53e-05",0.000106
"cg24442740","-0.00045514","0.00014067",0.00125
"cg24450653","-0.00037799","8.65e-05",1.38e-05
"cg24451872","0.00073069","0.00024094",0.00248
"cg24454698","-8.99e-05","3.33e-05",0.00712
"cg24455365","-0.00022438","6.97e-05",0.00132
"cg24455634","0.00037024","9.39e-05",8.59e-05
"cg24458329","-9.45e-05","3.06e-05",0.00209
"cg24460126","0.00139749","0.0002463",1.8e-08
"cg24460544","-0.00037761","6.78e-05",3.3e-08
"cg24461171","-0.00039027","9.41e-05",3.62e-05
"cg24468890","-0.00027467","9.75e-05",0.00493
"cg24474319","0.00036352","8.91e-05",4.88e-05
"cg24474852","0.0009196","0.00016916",6.76e-08
"cg24475622","-0.00014726","4.98e-05",0.00316
"cg24480859","-0.00017389","4.38e-05",7.7e-05
"cg24482286","-0.00040228","6.4e-05",4.9e-10
"cg24482850","0.00059638","0.0001136",1.84e-07
"cg24485038","-7.23e-05","2.66e-05",0.00661
